creator_email,project_name,tag,start_date,end_date,curr_capacity,goal_capacity,city,state,description
molestie.orci.tincidunt@justositamet.net,Homeless Charity,Politics,2018-05-01 13:00:00,2018-05-02 09:00:00,0,2,Baltimore,DE,
Maecenas.malesuada.fringilla@mattisvelit.edu,Seniors Social Media Fundraising,LGBT,2019-07-30 20:00:00,2019-07-31 13:00:00,0,18,Georgia,CO,
ipsum@bibendumfermentum.net,Arts and Crafts Social Media Fundraising,Animals,2018-10-23 03:00:00,2018-10-24 00:00:00,0,3,Hartford,WI,
est.Nunc.laoreet@pedeet.com,Animals Drive,Health,2018-05-06 21:00:00,2018-05-07 19:00:00,0,15,Minneapolis,WA,
gravida.Aliquam@dolorquam.edu,Hunger Foundation,Health,2019-06-09 08:00:00,2019-06-09 16:00:00,0,25,Springfield,AL,
ac@Morbi.com,Seniors Social Media Fundraising,Politics,2019-08-21 06:00:00,2019-08-22 00:00:00,0,16,New Haven,OK,
auctor.quis.tristique@incursus.com,Disaster Relief Charity,LGBT,2018-02-27 20:00:00,2018-02-28 13:00:00,0,11,Waterbury,NE,
tincidunt.adipiscing@Namligulaelit.ca,Human Rights Charity Auction,Youth,2018-06-26 15:00:00,2018-06-27 06:00:00,0,23,Lansing,MN,
sollicitudin.a.malesuada@tellussemmollis.co.uk,Disaster Relief Guest Speaker,Homeless,2020-03-09 19:00:00,2020-03-10 04:00:00,0,4,Springfield,FL,
luctus.lobortis@semperdui.org,Health Drive,Seniors,2019-04-23 01:00:00,2019-04-23 15:00:00,0,4,Knoxville,MT,
lectus.Nullam@disparturientmontes.com,Human Rights Foundation,Seniors,2018-09-11 05:00:00,2018-09-11 18:00:00,0,15,Grand Rapids,DE,
Sed.eu@ullamcorper.com,Health Social Media Fundraising,Homeless,2019-07-28 00:00:00,2019-07-28 18:00:00,0,25,Owensboro,IL,
placerat.augue.Sed@dolor.co.uk,Youth Charity,Technology,2019-05-12 08:00:00,2019-05-12 16:00:00,0,9,Kapolei,VT,
tincidunt@enim.com,Politics Walk,LGBT,2020-02-02 21:00:00,2020-02-03 11:00:00,0,11,Tallahassee,AK,
eget.magna@ac.co.uk,Health Walk,Arts and Crafts,2019-04-08 03:00:00,2019-04-08 22:00:00,0,17,Worcester,AR,
Integer@cursusluctusipsum.com,Hunger Charity,Human Rights,2019-03-09 02:00:00,2019-03-09 15:00:00,0,17,Tacoma,AR,
eget.metus.eu@mollisnon.co.uk,Sports Charity Auction,Politics,2018-08-31 10:00:00,2018-08-31 13:00:00,0,8,Joliet,WA,
hendrerit.consectetuer.cursus@pedeetrisus.com,Hunger Foundation,Environment,2018-06-14 23:00:00,2018-06-15 08:00:00,0,14,Shreveport,CA,
velit.dui.semper@rutrum.net,Homeless Walk,Youth,2019-10-12 20:00:00,2019-10-13 01:00:00,0,4,Seattle,LA,
vitae.aliquam@iaculislacuspede.org,Women Drive,Hunger,2018-03-30 15:00:00,2018-03-31 14:00:00,0,10,Bloomington,MD,
aliquam.enim.nec@facilisiSed.ca,Homeless Charity Auction,Sports,2019-02-25 04:00:00,2019-02-25 16:00:00,0,25,Juneau,TX,
lacus.Aliquam@a.net,Youth Walk,Sports,2018-01-25 11:00:00,2018-01-26 07:00:00,0,2,Denver,NE,
viverra.Donec@euplacerat.co.uk,Human Rights Drive,International,2018-03-30 03:00:00,2018-03-30 07:00:00,0,10,Davenport,HI,
justo.sit@Inmipede.ca,Arts and Crafts Charity Auction,Health,2018-04-20 13:00:00,2018-04-21 09:00:00,0,24,Portland,KS,
pede.et@blanditcongue.com,Politics Walk,Environment,2018-05-23 13:00:00,2018-05-24 00:00:00,0,15,Kansas City,MS,
tortor.Nunc@sapienAenean.com,Environment Guest Speaker,LGBT,2019-08-30 22:00:00,2019-08-31 16:00:00,0,11,Fort Collins,MD,
Vestibulum.ante@etipsum.co.uk,Seniors Charity Auction,Homeless,2018-11-04 08:00:00,2018-11-04 18:00:00,0,16,Hilo,MD,
sem@est.net,Faith-based Social Media Fundraising,Education,2019-04-28 16:00:00,2019-04-29 16:00:00,0,4,Gulfport,IL,
tempor.diam@elita.co.uk,Arts and Crafts Guest Speaker,Animals,2019-09-04 07:00:00,2019-09-05 04:00:00,0,10,Paradise,AL,
augue.ac@sedfacilisisvitae.edu,Education Charity Auction,LGBT,2019-03-28 15:00:00,2019-03-29 15:00:00,0,21,West Jordan,IN,
nisl.arcu.iaculis@enimcommodohendrerit.net,Sports Guest Speaker,International,2019-12-28 05:00:00,2019-12-29 03:00:00,0,22,Lowell,KS,
sapien@ametdiameu.com,Faith-based Walk,Faith-based,2018-05-19 09:00:00,2018-05-19 22:00:00,0,22,Burlington,CT,
ornare@interdumNunc.co.uk,Environment Charity Auction,Faith-based,2020-02-24 09:00:00,2020-02-25 06:00:00,0,11,Frederick,HI,
at@Donecconsectetuermauris.net,Women Charity,Women,2020-01-09 16:00:00,2020-01-09 22:00:00,0,6,Norman,AL,
odio.Phasellus@lectusquis.com,Disaster Relief Guest Speaker,Education,2018-07-26 15:00:00,2018-07-27 06:00:00,0,3,Kapolei,AR,
mus.Donec.dignissim@ametconsectetuer.edu,Environment Guest Speaker,Youth,2018-09-10 18:00:00,2018-09-11 11:00:00,0,3,Rochester,WI,
Suspendisse.dui@dignissimlacusAliquam.ca,Women Drive,Homeless,2018-05-25 03:00:00,2018-05-25 06:00:00,0,21,Chicago,NE,
neque.In.ornare@pedeblandit.edu,Health Drive,Politics,2020-02-07 22:00:00,2020-02-07 23:00:00,0,9,Tulsa,KY,
dolor.dolor@Suspendisse.net,LGBT Walk,Politics,2018-06-20 20:00:00,2018-06-21 02:00:00,0,13,Tucson,IL,
Aliquam@ultriciessemmagna.ca,Education Foundation,Seniors,2019-12-13 02:00:00,2019-12-13 22:00:00,0,5,Akron,FL,
bibendum.fermentum@feugiat.edu,Animals Foundation,Homeless,2019-06-30 18:00:00,2019-07-01 08:00:00,0,18,Detroit,UT,
interdum.feugiat.Sed@accumsan.ca,Youth Foundation,Seniors,2018-01-25 16:00:00,2018-01-26 02:00:00,0,2,Portland,TX,
diam.lorem.auctor@Nullamenim.co.uk,Technology Charity Auction,Hunger,2018-12-07 03:00:00,2018-12-07 19:00:00,0,17,Olathe,IA,
turpis@ac.ca,Human Rights Foundation,Seniors,2018-02-16 13:00:00,2018-02-17 11:00:00,0,16,Orlando,OK,
congue.elit@nec.ca,Sports Guest Speaker,Hunger,2020-01-18 10:00:00,2020-01-18 23:00:00,0,16,North Las Vegas,MO,
odio.tristique.pharetra@lectusconvallisest.net,International Charity Auction,Hunger,2019-02-26 00:00:00,2019-02-26 12:00:00,0,13,Sandy,AL,
eget.massa.Suspendisse@Integersemelit.edu,International Guest Speaker,Hunger,2020-01-13 08:00:00,2020-01-14 05:00:00,0,25,Lowell,UT,
penatibus.et@nisia.com,Women Charity,Environment,2018-08-07 18:00:00,2018-08-08 16:00:00,0,2,Bellevue,GA,
fames@iaculis.com,Animals Charity,Youth,2019-10-13 22:00:00,2019-10-14 07:00:00,0,2,Olathe,WI,
molestie.arcu@sapienAenean.co.uk,Faith-based Foundation,Animals,2018-07-04 23:00:00,2018-07-05 14:00:00,0,5,Allentown,KS,
elit@maurisMorbinon.edu,Homeless Walk,Education,2019-11-05 20:00:00,2019-11-06 04:00:00,0,12,Meridian,VA,
vel.arcu@Etiamimperdiet.ca,Women Drive,LGBT,2018-03-31 06:00:00,2018-03-31 16:00:00,0,15,Nashville,CO,
et.eros.Proin@ac.org,Education Charity,Animals,2018-03-07 19:00:00,2018-03-08 09:00:00,0,13,Worcester,OH,
ultrices.sit.amet@iaculis.org,LGBT Charity,Seniors,2019-04-12 03:00:00,2019-04-12 10:00:00,0,25,Duluth,LA,
Proin.non@Praesentinterdumligula.com,Disaster Relief Charity Auction,Hunger,2018-01-29 20:00:00,2018-01-30 20:00:00,0,8,Dover,CA,
volutpat.nunc.sit@velit.org,Seniors Foundation,Politics,2019-09-20 22:00:00,2019-09-21 15:00:00,0,21,Indianapolis,IA,
nunc@elementumsem.org,Hunger Walk,Disaster Relief,2018-06-01 18:00:00,2018-06-02 03:00:00,0,9,Racine,NV,
fringilla.ornare@orciadipiscing.org,Homeless Guest Speaker,Education,2019-12-13 20:00:00,2019-12-14 01:00:00,0,9,Milwaukee,MT,
Aliquam.erat.volutpat@Quisquefringillaeuismod.org,Hunger Walk,Animals,2019-07-06 20:00:00,2019-07-07 07:00:00,0,16,Honolulu,UT,
adipiscing@nullaanteiaculis.com,Human Rights Drive,Youth,2019-11-09 23:00:00,2019-11-10 16:00:00,0,16,Fresno,TN,
suscipit.nonummy.Fusce@nulla.ca,Technology Charity,Seniors,2018-10-04 18:00:00,2018-10-05 10:00:00,0,24,Topeka,MO,
vitae.dolor@semperpretium.net,Seniors Walk,Human Rights,2018-11-02 14:00:00,2018-11-03 14:00:00,0,17,Madison,NE,
non.nisi@interdumfeugiatSed.com,Hunger Walk,Animals,2019-12-01 23:00:00,2019-12-02 17:00:00,0,11,Broken Arrow,AR,
Vestibulum.ante.ipsum@purusDuiselementum.com,Education Drive,Homeless,2019-08-01 15:00:00,2019-08-02 02:00:00,0,15,Hartford,IN,
sem.Pellentesque.ut@mollisInteger.ca,International Charity Auction,Politics,2019-08-10 15:00:00,2019-08-10 17:00:00,0,2,Houston,DE,
nibh.sit.amet@tinciduntadipiscingMauris.co.uk,Hunger Foundation,Sports,2019-03-02 00:00:00,2019-03-02 18:00:00,0,19,Los Angeles,TN,
at.pretium.aliquet@quisdiamPellentesque.co.uk,Arts and Crafts Guest Speaker,Homeless,2019-04-22 13:00:00,2019-04-22 23:00:00,0,20,Indianapolis,CA,
ac.urna.Ut@infaucibus.co.uk,Health Drive,Sports,2019-04-07 00:00:00,2019-04-07 21:00:00,0,2,Aurora,VA,
dui.nec.tempus@est.net,Animals Foundation,Hunger,2018-08-02 06:00:00,2018-08-02 17:00:00,0,18,Tallahassee,AK,
augue.porttitor@purus.ca,Hunger Guest Speaker,International,2018-05-09 14:00:00,2018-05-09 19:00:00,0,22,Chesapeake,ID,
vitae@purus.co.uk,LGBT Drive,Technology,2019-06-26 02:00:00,2019-06-26 19:00:00,0,9,Duluth,AR,
Duis.cursus.diam@dignissimlacus.ca,Sports Guest Speaker,LGBT,2019-03-26 18:00:00,2019-03-27 17:00:00,0,2,Grand Rapids,NV,
amet@Praesenteunulla.net,Women Charity Auction,Seniors,2019-04-27 07:00:00,2019-04-27 16:00:00,0,9,Lafayette,DE,
enim@orciDonecnibh.co.uk,Seniors Social Media Fundraising,Environment,2018-07-28 09:00:00,2018-07-28 23:00:00,0,2,St. Petersburg,VT,
imperdiet.non.vestibulum@lectusrutrum.co.uk,Hunger Foundation,Homeless,2019-07-18 21:00:00,2019-07-19 05:00:00,0,5,Lafayette,WA,
magna@lectuspedeultrices.net,Sports Social Media Fundraising,International,2020-04-03 19:00:00,2020-04-03 22:00:00,0,13,Lowell,AZ,
et.magnis.dis@necenim.org,Politics Drive,LGBT,2018-07-20 09:00:00,2018-07-21 06:00:00,0,24,Bangor,MI,
mus@Curabitur.co.uk,Faith-based Guest Speaker,Hunger,2018-04-29 01:00:00,2018-04-29 15:00:00,0,23,Honolulu,KS,
dui.semper@lorem.co.uk,Human Rights Walk,Education,2018-07-14 06:00:00,2018-07-14 19:00:00,0,21,Orlando,AL,
Morbi.sit.amet@atvelitPellentesque.edu,Politics Walk,Disaster Relief,2020-04-02 06:00:00,2020-04-03 04:00:00,0,10,Wilmington,GA,
convallis.in.cursus@Nullamsuscipit.org,Women Foundation,Education,2019-03-20 15:00:00,2019-03-20 17:00:00,0,17,Stamford,FL,
nisl@malesuada.net,LGBT Guest Speaker,Human Rights,2018-03-22 04:00:00,2018-03-22 09:00:00,0,22,Casper,LA,
Praesent@Maurisnondui.net,Sports Charity Auction,Seniors,2018-12-13 09:00:00,2018-12-13 15:00:00,0,21,San Antonio,OK,
tellus.sem@faucibusleo.edu,Seniors Foundation,Sports,2018-09-21 20:00:00,2018-09-22 00:00:00,0,14,Olathe,HI,
et.magnis.dis@necenim.org,Animals Social Media Fundraising,Environment,2019-10-05 12:00:00,2019-10-05 20:00:00,0,9,Baltimore,AK,
facilisis.facilisis@eratvel.co.uk,Sports Drive,Homeless,2019-04-08 15:00:00,2019-04-09 04:00:00,0,20,Kansas City,FL,
elit.Curabitur@faucibusid.net,Women Charity Auction,Youth,2018-04-12 23:00:00,2018-04-13 20:00:00,0,13,Jefferson City,OR,
vitae@nonfeugiat.net,Environment Drive,Sports,2020-04-11 03:00:00,2020-04-11 10:00:00,0,10,Fort Collins,CO,
a.auctor.non@aliquamiaculislacus.net,Environment Guest Speaker,Women,2019-05-12 09:00:00,2019-05-12 10:00:00,0,15,Columbia,WY,
fringilla.ornare@pedeetrisus.ca,LGBT Charity,Animals,2019-05-05 06:00:00,2019-05-05 09:00:00,0,10,Kailua,OR,
Praesent@pedeblandit.co.uk,Seniors Charity,Women,2018-08-16 12:00:00,2018-08-16 16:00:00,0,9,Columbia,MA,
magna@sitamet.org,Health Social Media Fundraising,Women,2019-05-04 08:00:00,2019-05-04 21:00:00,0,8,Eugene,TX,
sodales.purus@dui.ca,Women Charity,Faith-based,2019-11-05 04:00:00,2019-11-05 08:00:00,0,6,St. Petersburg,WY,
lorem.eu.metus@sociis.com,Seniors Walk,Health,2018-08-20 18:00:00,2018-08-21 17:00:00,0,4,Hillsboro,ID,
Donec.felis.orci@Curabiturut.com,Human Rights Walk,Disaster Relief,2018-05-13 13:00:00,2018-05-13 19:00:00,0,8,Allentown,MS,
libero@quis.ca,Sports Guest Speaker,Disaster Relief,2019-01-15 06:00:00,2019-01-16 04:00:00,0,11,Montgomery,IL,
nibh.Aliquam.ornare@Sedetlibero.ca,Women Foundation,Women,2019-05-03 21:00:00,2019-05-04 15:00:00,0,19,Tulsa,WA,
interdum.ligula.eu@urnaNullam.com,Education Walk,Animals,2018-02-08 15:00:00,2018-02-08 17:00:00,0,8,Tallahassee,NV,
tempus.non.lacinia@utnisia.ca,Sports Guest Speaker,Women,2018-12-12 11:00:00,2018-12-12 16:00:00,0,5,Gaithersburg,KY,
amet.dapibus.id@scelerisquescelerisque.net,Politics Social Media Fundraising,Disaster Relief,2019-06-12 23:00:00,2019-06-13 04:00:00,0,11,Sterling Heights,KY,
dignissim@odiotristique.edu,Arts and Crafts Social Media Fundraising,LGBT,2018-11-08 15:00:00,2018-11-09 05:00:00,0,7,Virginia Beach,AL,
eget@Maecenasiaculis.net,Sports Charity,Politics,2018-08-30 15:00:00,2018-08-30 19:00:00,0,19,Lakewood,TN,
auctor.ullamcorper@nonenimMauris.com,Hunger Social Media Fundraising,Arts and Crafts,2019-12-10 12:00:00,2019-12-11 00:00:00,0,4,West Valley City,FL,
Nunc.sollicitudin@NullaaliquetProin.ca,Politics Charity Auction,LGBT,2018-08-25 22:00:00,2018-08-26 22:00:00,0,10,San Antonio,GA,
purus.accumsan@libero.ca,Animals Drive,Animals,2018-07-15 08:00:00,2018-07-15 19:00:00,0,13,Omaha,WY,
lectus@liberodui.net,Technology Charity Auction,Health,2019-10-08 08:00:00,2019-10-09 06:00:00,0,5,Helena,ID,
gravida.Praesent@Integerid.com,Hunger Charity,International,2019-06-20 20:00:00,2019-06-21 02:00:00,0,7,Bangor,PA,
arcu.eu@aliquet.net,Women Charity Auction,Human Rights,2020-01-02 20:00:00,2020-01-03 13:00:00,0,2,Jacksonville,KS,
non@non.co.uk,Sports Charity Auction,Youth,2019-02-26 22:00:00,2019-02-27 01:00:00,0,12,Kansas City,MT,
et@penatibusetmagnis.edu,Technology Social Media Fundraising,International,2018-12-26 10:00:00,2018-12-27 08:00:00,0,13,Clarksville,CA,
in.magna@vitae.org,Health Drive,Technology,2019-10-13 17:00:00,2019-10-14 15:00:00,0,13,Georgia,AL,
vitae.erat@nisiCumsociis.org,Homeless Social Media Fundraising,Women,2018-04-11 19:00:00,2018-04-12 18:00:00,0,12,Philadelphia,WA,
nunc@elementumsem.org,Animals Drive,Seniors,2019-01-16 07:00:00,2019-01-16 09:00:00,0,22,Nashville,HI,
velit@odio.ca,Education Walk,Technology,2020-01-17 16:00:00,2020-01-18 08:00:00,0,10,Topeka,NV,
sapien@idblandit.edu,Faith-based Social Media Fundraising,LGBT,2019-08-09 18:00:00,2019-08-09 22:00:00,0,22,Bellevue,NV,
diam.at.pretium@ornareelitelit.co.uk,Women Guest Speaker,LGBT,2019-06-14 05:00:00,2019-06-14 09:00:00,0,10,Dover,WI,
volutpat.nunc.sit@velit.org,Youth Drive,Sports,2019-03-17 10:00:00,2019-03-17 16:00:00,0,25,Clarksville,KY,
a.dui.Cras@mauris.com,Politics Drive,Environment,2018-11-20 10:00:00,2018-11-20 12:00:00,0,11,Indianapolis,MI,
eu@maurisaliquam.net,Education Drive,Disaster Relief,2018-10-06 20:00:00,2018-10-07 11:00:00,0,18,Jackson,AZ,
dis@interdumfeugiat.org,Human Rights Walk,Arts and Crafts,2019-07-13 20:00:00,2019-07-14 15:00:00,0,21,Biloxi,CT,
dui.semper.et@dolorFusce.org,Faith-based Charity Auction,Sports,2019-01-22 00:00:00,2019-01-22 02:00:00,0,22,Nampa,OH,
dis@vulputatenisisem.com,Youth Social Media Fundraising,Hunger,2020-03-21 22:00:00,2020-03-22 09:00:00,0,19,Boise,IL,
ornare.In@Fusce.org,Human Rights Social Media Fundraising,Arts and Crafts,2018-02-21 04:00:00,2018-02-21 10:00:00,0,2,Juneau,WY,
eu.ultrices@sollicitudina.edu,Seniors Guest Speaker,Human Rights,2020-01-20 01:00:00,2020-01-21 01:00:00,0,16,Dallas,HI,
rutrum.eu.ultrices@ornareIn.net,LGBT Walk,Disaster Relief,2018-01-16 04:00:00,2018-01-17 02:00:00,0,22,Knoxville,MA,
justo.faucibus@et.co.uk,Women Charity,Animals,2020-03-06 16:00:00,2020-03-07 02:00:00,0,16,Great Falls,AZ,
Suspendisse@sedpedeCum.com,Sports Guest Speaker,Disaster Relief,2019-06-08 00:00:00,2019-06-08 19:00:00,0,17,Independence,AK,
lobortis.tellus.justo@neque.net,Technology Drive,Disaster Relief,2018-09-08 07:00:00,2018-09-08 15:00:00,0,12,Chandler,OH,
ligula.Aenean.gravida@Fuscefermentum.com,Environment Guest Speaker,Health,2019-06-01 21:00:00,2019-06-02 20:00:00,0,10,Southaven,OH,
ligula.Aliquam.erat@pedenecante.edu,Arts and Crafts Charity,Animals,2018-07-22 23:00:00,2018-07-23 13:00:00,0,24,Iowa City,CA,
elit.Aliquam@ultricesDuisvolutpat.org,Animals Foundation,Environment,2019-12-23 09:00:00,2019-12-23 16:00:00,0,4,Boise,HI,
magna@loremloremluctus.edu,LGBT Foundation,Politics,2018-07-26 08:00:00,2018-07-26 19:00:00,0,11,Indianapolis,KY,
lacus@Pellentesque.net,Youth Guest Speaker,Politics,2019-02-04 05:00:00,2019-02-04 16:00:00,0,9,Clarksville,DE,
velit@erosnec.co.uk,Sports Drive,Politics,2020-01-18 07:00:00,2020-01-18 12:00:00,0,3,Columbus,KY,
Donec@velfaucibus.org,Hunger Guest Speaker,Technology,2018-05-19 09:00:00,2018-05-20 04:00:00,0,3,Phoenix,TN,
sem.ut.dolor@parturientmontes.edu,International Social Media Fundraising,International,2019-05-19 12:00:00,2019-05-19 18:00:00,0,23,Chattanooga,PA,
mi.felis@enimSuspendissealiquet.edu,Politics Guest Speaker,Human Rights,2018-05-06 17:00:00,2018-05-07 12:00:00,0,11,Athens,AL,
et@Phasellus.com,Women Foundation,Health,2018-02-26 16:00:00,2018-02-26 19:00:00,0,4,Jefferson City,DE,
sit@loremtristique.ca,Seniors Social Media Fundraising,Environment,2019-09-02 03:00:00,2019-09-02 05:00:00,0,18,Lincoln,MD,
vitae@metusurna.org,International Walk,Health,2018-12-05 16:00:00,2018-12-05 19:00:00,0,18,Hilo,DE,
dolor@malesuada.ca,Health Walk,Animals,2019-04-04 03:00:00,2019-04-04 10:00:00,0,4,Kansas City,WY,
Suspendisse@vitaeerat.ca,Environment Foundation,Education,2019-07-09 20:00:00,2019-07-10 16:00:00,0,9,Reno,MS,
erat@consectetuer.edu,International Charity Auction,Women,2018-05-15 01:00:00,2018-05-15 16:00:00,0,24,Joliet,KY,
Integer.sem.elit@vulputate.com,Hunger Social Media Fundraising,Environment,2020-02-03 06:00:00,2020-02-03 21:00:00,0,16,Newark,OH,
magna.Nam.ligula@Duisdignissim.edu,Arts and Crafts Charity Auction,Human Rights,2019-01-14 05:00:00,2019-01-15 04:00:00,0,20,Kearney,OK,
litora.torquent@maurisSuspendissealiquet.net,Human Rights Foundation,Faith-based,2019-09-07 09:00:00,2019-09-08 01:00:00,0,22,Colorado Springs,TN,
neque.et.nunc@Curabitur.org,Health Walk,LGBT,2020-04-04 02:00:00,2020-04-04 10:00:00,0,24,Kansas City,LA,
euismod.est@Crasloremlorem.co.uk,Arts and Crafts Foundation,Arts and Crafts,2018-01-30 06:00:00,2018-01-30 15:00:00,0,17,Phoenix,MN,
quis.diam.Pellentesque@anteVivamusnon.com,Animals Social Media Fundraising,International,2019-08-01 14:00:00,2019-08-02 14:00:00,0,13,Chandler,IA,
sed.libero@ligula.org,Arts and Crafts Charity Auction,Human Rights,2019-06-09 05:00:00,2019-06-09 12:00:00,0,12,Shreveport,HI,
rutrum.lorem.ac@egetlacusMauris.edu,Health Charity Auction,Technology,2019-09-08 07:00:00,2019-09-08 15:00:00,0,18,Jefferson City,AZ,
viverra.Donec.tempus@blandit.co.uk,Sports Foundation,Faith-based,2018-12-17 11:00:00,2018-12-17 21:00:00,0,23,Salt Lake City,ID,
a.aliquet.vel@fringillaest.org,Youth Walk,International,2019-11-06 07:00:00,2019-11-06 17:00:00,0,4,Athens,FL,
ac.ipsum.Phasellus@nonlacinia.co.uk,Human Rights Foundation,Women,2020-02-12 23:00:00,2020-02-13 21:00:00,0,24,Helena,AZ,
Phasellus.elit@Phasellusornare.com,Arts and Crafts Drive,LGBT,2019-10-06 22:00:00,2019-10-07 21:00:00,0,24,Baltimore,IA,
elit@erat.org,Health Foundation,Politics,2020-03-17 15:00:00,2020-03-18 03:00:00,0,25,Cambridge,LA,
ut@commodo.com,Seniors Charity,Arts and Crafts,2019-03-01 03:00:00,2019-03-01 19:00:00,0,10,Billings,IN,
laoreet.ipsum.Curabitur@venenatislacus.net,Women Charity,Technology,2019-05-24 07:00:00,2019-05-25 07:00:00,0,11,Gaithersburg,NE,
nec@quam.com,International Walk,Politics,2019-05-27 06:00:00,2019-05-28 06:00:00,0,21,Bellevue,DE,
tempor@mattis.edu,Health Walk,Seniors,2019-10-21 13:00:00,2019-10-22 12:00:00,0,6,Joliet,MS,
ultrices.posuere@varius.com,Hunger Charity Auction,Animals,2019-01-27 09:00:00,2019-01-27 16:00:00,0,12,Henderson,MS,
id.mollis.nec@arcu.net,Education Drive,Arts and Crafts,2019-12-22 15:00:00,2019-12-23 02:00:00,0,10,Butte,CO,
lorem@vitae.edu,Technology Charity Auction,Health,2019-11-07 01:00:00,2019-11-07 06:00:00,0,6,Portland,WA,
vitae.sodales.at@accumsanconvallis.net,Human Rights Charity,Sports,2018-01-06 14:00:00,2018-01-06 22:00:00,0,4,Biloxi,UT,
nunc.sit@quamdignissim.ca,Human Rights Social Media Fundraising,Politics,2018-05-14 22:00:00,2018-05-15 13:00:00,0,10,Fayetteville,WA,
consectetuer@ridiculusmusProin.edu,Faith-based Social Media Fundraising,Homeless,2020-01-14 16:00:00,2020-01-15 00:00:00,0,21,College,MD,
amet.consectetuer@quamPellentesque.ca,Disaster Relief Social Media Fundraising,Sports,2019-03-19 00:00:00,2019-03-19 07:00:00,0,13,Fayetteville,MO,
consectetuer.rhoncus@urnajusto.co.uk,Arts and Crafts Foundation,Disaster Relief,2018-01-06 08:00:00,2018-01-07 00:00:00,0,19,Juneau,OH,
tristique.ac.eleifend@massanon.edu,Environment Guest Speaker,Hunger,2019-11-14 23:00:00,2019-11-15 22:00:00,0,22,Lafayette,ME,
velit@Vestibulumaccumsanneque.edu,Animals Foundation,Health,2018-08-17 23:00:00,2018-08-18 00:00:00,0,3,New Haven,AL,
ultricies@pedeCras.org,Youth Charity Auction,Faith-based,2018-11-12 15:00:00,2018-11-13 14:00:00,0,24,Houston,IL,
lectus@metusInlorem.org,Environment Foundation,Women,2018-02-10 00:00:00,2018-02-10 22:00:00,0,13,Provo,LA,
molestie.arcu@ipsum.net,Animals Foundation,Women,2019-05-26 20:00:00,2019-05-27 16:00:00,0,21,Cedar Rapids,ME,
tortor.at@nisi.org,Technology Charity,Women,2019-05-26 19:00:00,2019-05-27 06:00:00,0,12,Lincoln,VA,
Ut.nec@risusIn.org,International Walk,Animals,2020-01-17 03:00:00,2020-01-17 12:00:00,0,18,Cincinnati,TX,
ac.facilisis.facilisis@vellectus.net,Health Foundation,Education,2020-01-10 12:00:00,2020-01-10 22:00:00,0,15,Wilmington,MD,
sociis@erosnonenim.ca,Youth Foundation,Politics,2019-04-01 06:00:00,2019-04-01 11:00:00,0,18,Portland,ID,
auctor@molestie.net,Politics Guest Speaker,Arts and Crafts,2018-12-22 11:00:00,2018-12-22 14:00:00,0,11,Baltimore,IA,
Mauris.eu.turpis@utpellentesque.org,Disaster Relief Drive,Politics,2018-07-20 12:00:00,2018-07-21 06:00:00,0,25,Tulsa,CO,
in.dolor.Fusce@nislMaecenas.co.uk,Sports Walk,Homeless,2019-05-26 21:00:00,2019-05-27 16:00:00,0,23,Tulsa,DE,
Aliquam.auctor@molestieSed.com,International Charity Auction,Education,2018-12-07 05:00:00,2018-12-07 11:00:00,0,7,Evansville,VA,
Morbi@musDonec.co.uk,Technology Social Media Fundraising,Homeless,2018-12-24 17:00:00,2018-12-25 05:00:00,0,13,Springdale,TX,
Vestibulum@eu.co.uk,Politics Social Media Fundraising,Women,2019-04-24 20:00:00,2019-04-25 18:00:00,0,19,Davenport,IA,
fermentum@mitemporlorem.edu,Disaster Relief Social Media Fundraising,Politics,2020-01-07 07:00:00,2020-01-08 07:00:00,0,15,Fort Wayne,CA,
risus.at.fringilla@quisturpisvitae.org,Faith-based Charity,Arts and Crafts,2020-01-29 17:00:00,2020-01-30 01:00:00,0,6,San Jose,OR,
